wave,bucket,subject,filename,category,card_variants_covered
4,Rare,Ferry Boat,ferry-boat.webp,Machines in Motion,2
4,Rare,Fighter Biplane,fighter-biplane.webp,Machines in Motion,3
4,Rare,Fighter Jet,fighter-jet.webp,Machines in Motion,1
4,Rare,Fire Engine,fire-engine.webp,Machines in Motion,1
4,Rare,Fishing Trawler,fishing-trawler.webp,Machines in Motion,1
4,Rare,Flying Boat,flying-boat.webp,Machines in Motion,1
4,Rare,Food Truck,food-truck.webp,Machines in Motion,1
4,Rare,Forklift,forklift.webp,Machines in Motion,2
4,Rare,Formula Race Car,formula-race-car.webp,Machines in Motion,1
4,Rare,Furnace,furnace.webp,Machines in Motion,1
4,Rare,Galleon,galleon.webp,Machines in Motion,1
4,Rare,Garbage Truck,garbage-truck.webp,Machines in Motion,1
4,Rare,Generator,generator.webp,Machines in Motion,1
4,Rare,Glider,glider.webp,Machines in Motion,1
4,Rare,Go-Kart,go-kart.webp,Machines in Motion,1
4,Rare,Golf Cart,golf-cart.webp,Machines in Motion,2
4,Rare,Gondola,gondola.webp,Machines in Motion,1
4,Rare,Grain Thresher,grain-thresher.webp,Machines in Motion,4
4,Rare,Grandfather Clock,grandfather-clock.webp,Machines in Motion,1
4,Rare,Hang Glider,hang-glider.webp,Machines in Motion,1
4,Rare,Hatchback,hatchback.webp,Machines in Motion,2
4,Rare,Hearse,hearse.webp,Machines in Motion,1
4,Rare,Helicopter,helicopter.webp,Machines in Motion,2
4,Rare,Horse-Drawn Carriage,horse-drawn-carriage.webp,Machines in Motion,4
4,Rare,Hot Air Balloon,hot-air-balloon.webp,Machines in Motion,4
4,Rare,Houseboat,houseboat.webp,Machines in Motion,1
4,Rare,Hovercraft,hovercraft.webp,Machines in Motion,3
4,Rare,Hydrofoil,hydrofoil.webp,Machines in Motion,3
4,Rare,Icebreaker Ship,icebreaker-ship.webp,Machines in Motion,4
4,Rare,Jet Ski,jet-ski.webp,Machines in Motion,3
4,Rare,Jetpack,jetpack.webp,Machines in Motion,1
4,Rare,Jumbo Jet,jumbo-jet.webp,Machines in Motion,1
4,Rare,Kayak,kayak.webp,Machines in Motion,1
4,Rare,Lawn Mower,lawn-mower.webp,Machines in Motion,1
4,Rare,Lightship,lightship.webp,Machines in Motion,3
4,Rare,Limousine,limousine.webp,Machines in Motion,3
4,Rare,Lunar Lander,lunar-lander.webp,Machines in Motion,1
4,Rare,MRI Machine,mri-machine.webp,Machines in Motion,3
4,Rare,Mechanical Loom,mechanical-loom.webp,Machines in Motion,1
4,Rare,Minivan,minivan.webp,Machines in Motion,3
4,Rare,Monster Truck,monster-truck.webp,Machines in Motion,1
4,Rare,Moped,moped.webp,Machines in Motion,1
4,Rare,Motorcycle,motorcycle.webp,Machines in Motion,1
4,Rare,Muscle Car,muscle-car.webp,Machines in Motion,2
4,Rare,Oil Rig,oil-rig.webp,Machines in Motion,1
4,Rare,Oil Tanker,oil-tanker.webp,Machines in Motion,1
4,Rare,Ornithopter,ornithopter.webp,Machines in Motion,1
4,Rare,Paddle Wheel Steamboat,paddle-wheel-steamboat.webp,Machines in Motion,2
4,Rare,Particle Accelerator,particle-accelerator.webp,Machines in Motion,1
4,Rare,Pickup Truck,pickup-truck.webp,Machines in Motion,2
4,Rare,Pinball Machine,pinball-machine.webp,Machines in Motion,1
4,Rare,Pirate Ship,pirate-ship.webp,Machines in Motion,3
4,Rare,Player Piano,player-piano.webp,Machines in Motion,2
4,Rare,Police Cruiser,police-cruiser.webp,Machines in Motion,2
4,Rare,Popcorn Machine,popcorn-machine.webp,Machines in Motion,4
4,Rare,Radio Telescope,radio-telescope.webp,Machines in Motion,1
4,Rare,Raft,raft.webp,Machines in Motion,3
4,Rare,Refrigerator,refrigerator.webp,Machines in Motion,1
4,Rare,Research Vessel,research-vessel.webp,Machines in Motion,1
4,Rare,Revolving Door,revolving-door.webp,Machines in Motion,2
4,Rare,Rickshaw,rickshaw.webp,Machines in Motion,4
4,Rare,Robotic Arm,robotic-arm.webp,Machines in Motion,1
4,Rare,Rock Crusher,rock-crusher.webp,Machines in Motion,1
4,Rare,Rocket,rocket.webp,Machines in Motion,1
4,Rare,Roller Coaster,roller-coaster.webp,Machines in Motion,1
4,Rare,Rotary Telephone,rotary-telephone.webp,Machines in Motion,1
4,Rare,Sailboat,sailboat.webp,Machines in Motion,1
4,Rare,Sailing Clipper Ship,sailing-clipper-ship.webp,Machines in Motion,1
4,Rare,Satellite,satellite.webp,Machines in Motion,1
4,Rare,School Bus,school-bus.webp,Machines in Motion,1
4,Rare,Scooter,scooter.webp,Machines in Motion,1
4,Rare,Seaplane,seaplane.webp,Machines in Motion,3
4,Rare,Sedan,sedan.webp,Machines in Motion,2
4,Rare,Semi Truck,semi-truck.webp,Machines in Motion,1
4,Rare,Sewing Machine,sewing-machine.webp,Machines in Motion,1
4,Rare,Sled,sled.webp,Machines in Motion,1
4,Rare,Slot Machine,slot-machine.webp,Machines in Motion,1
4,Rare,Snowmobile,snowmobile.webp,Machines in Motion,4
4,Rare,Solar Panel Array,solar-panel-array.webp,Machines in Motion,1
4,Rare,Space Probe,space-probe.webp,Machines in Motion,1
4,Rare,Space Shuttle,space-shuttle.webp,Machines in Motion,3
4,Rare,Spinning Wheel,spinning-wheel.webp,Machines in Motion,1
4,Rare,Stealth Bomber,stealth-bomber.webp,Machines in Motion,1
4,Rare,Steam Engine,steam-engine.webp,Machines in Motion,3
4,Rare,Steam Locomotive,steam-locomotive.webp,Machines in Motion,1
4,Rare,Stock Car,stock-car.webp,Machines in Motion,2
4,Rare,Submarine,submarine.webp,Machines in Motion,3
4,Rare,Supersonic Jet,supersonic-jet.webp,Machines in Motion,1
4,Rare,Tandem Bicycle,tandem-bicycle.webp,Machines in Motion,1
4,Rare,Tank Truck,tank-truck.webp,Machines in Motion,2
4,Rare,Telegraph Machine,telegraph-machine.webp,Machines in Motion,2
4,Rare,Tow Truck,tow-truck.webp,Machines in Motion,1
4,Rare,Trolley Car,trolley-car.webp,Machines in Motion,1
4,Rare,Tugboat,tugboat.webp,Machines in Motion,2
4,Rare,Ultralight Aircraft,ultralight-aircraft.webp,Machines in Motion,1
4,Rare,Unicycle,unicycle.webp,Machines in Motion,2
4,Rare,Vending Machine,vending-machine.webp,Machines in Motion,3
4,Rare,Viking Longship,viking-longship.webp,Machines in Motion,3
4,Rare,Vintage Propeller Plane,vintage-propeller-plane.webp,Machines in Motion,2
4,Rare,Water Heater,water-heater.webp,Machines in Motion,4
4,Rare,Water Pump,water-pump.webp,Machines in Motion,3
4,Rare,Whaling Ship,whaling-ship.webp,Machines in Motion,1
4,Rare,Wind Tunnel,wind-tunnel.webp,Machines in Motion,1
4,Rare,Wind Turbine,wind-turbine.webp,Machines in Motion,4
4,Rare,Windmill,windmill.webp,Machines in Motion,1
4,Rare,Wood Chipper,wood-chipper.webp,Machines in Motion,1
4,Rare,X-Ray Machine,x-ray-machine.webp,Machines in Motion,2
4,Rare,Yacht,yacht.webp,Machines in Motion,1
4,Rare,Antique Coin,antique-coin.webp,Misc,1
4,Rare,Four-Leaf Clover Keychain,four-leaf-clover-keychain.webp,Misc,1
4,Rare,Kaleidoscope,kaleidoscope.webp,Misc,1
4,Rare,Typewriter,typewriter.webp,Office,1
4,Rare,Compass,compass.webp,Outdoor,1
4,Rare,Barreleye,barreleye.webp,Tide & Tackle,6
4,Rare,Blobfish,blobfish.webp,Tide & Tackle,5
4,Rare,Captain's Compass,captain-s-compass.webp,Tide & Tackle,6
4,Rare,Coelacanth,coelacanth.webp,Tide & Tackle,6
4,Rare,Colossal Squid,colossal-squid.webp,Tide & Tackle,5
4,Rare,Coral Reef,coral-reef.webp,Tide & Tackle,5
4,Rare,Fisherman's Knot,fisherman-s-knot.webp,Tide & Tackle,6
4,Rare,Frilled Shark,frilled-shark.webp,Tide & Tackle,6
4,Rare,Giant Isopod,giant-isopod.webp,Tide & Tackle,5
4,Rare,Goblin Shark,goblin-shark.webp,Tide & Tackle,6
4,Rare,Golden Koi,golden-koi.webp,Tide & Tackle,6
4,Rare,Gulper Eel,gulper-eel.webp,Tide & Tackle,6
4,Rare,Hatchetfish,hatchetfish.webp,Tide & Tackle,6
4,Rare,Kelp Forest,kelp-forest.webp,Tide & Tackle,6
4,Rare,Lanternfish,lanternfish.webp,Tide & Tackle,5
4,Rare,Message in a Bottle,message-in-a-bottle.webp,Tide & Tackle,5
4,Rare,Midnight Trench,midnight-trench.webp,Tide & Tackle,6
4,Rare,Moonlit Eel,moonlit-eel.webp,Tide & Tackle,6
4,Rare,Oarfish,oarfish.webp,Tide & Tackle,6
4,Rare,Ocean Sunfish,ocean-sunfish.webp,Tide & Tackle,5
4,Rare,Old Coin Purse,old-coin-purse.webp,Tide & Tackle,6
4,Rare,Old Man of the Lake,old-man-of-the-lake.webp,Tide & Tackle,5
4,Rare,Pearl Oyster,pearl-oyster.webp,Tide & Tackle,6
4,Rare,Ship's Bell,ship-s-bell.webp,Tide & Tackle,6
4,Rare,Silverscale Leviathan,silverscale-leviathan.webp,Tide & Tackle,6
4,Rare,Sunken Chest,sunken-chest.webp,Tide & Tackle,5
4,Rare,Sunken Wreck,sunken-wreck.webp,Tide & Tackle,6
4,Rare,Taimen,taimen.webp,Tide & Tackle,2
4,Rare,The Old Lighthouse,the-old-lighthouse.webp,Tide & Tackle,6
4,Rare,The One That Got Away,the-one-that-got-away.webp,Tide & Tackle,5
4,Rare,Viperfish,viperfish.webp,Tide & Tackle,6
